title,type,genres1,genres2,genres3,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries1
Fatale,movie,Drama, Mystery, Romance,2020,tt8829830,5.5,14782,AD
The Villagers,movie,Action, Crime, Mystery,2018,tt9174334,6.1,1756,JP
Two Catalonias,movie,Documentary, History, News,2018,tt8893608,6.4,809,AD
Tokyo Ghoul: 'S',movie,Action, Drama, Fantasy,2019,tt9179260,5.4,632,ID
The Club of Ugly Children,movie,Action, Adventure, Family,2019,tt9695404,6.6,484,BE
Christmas Wonderland,movie,Comedy, Drama, Romance,2018,tt9028856,5.9,3512,AT
The Pool,movie,Action, Drama, Horror,2018,tt9128686,5.3,3612,TH
Wish Dragon,movie,Adventure, Animation, Comedy,2021,tt5562070,7.2,34896,AD
Notes from Dunblane: Lesson from a School Shooting,movie,Documentary, History, Short,2018,tt7476418,6.1,413,AD
Black Widow,movie,Crime, Drama, Thriller,2019,tt9272572,6.1,2001,NL
Medieval,movie,Action, Drama, History,2022,tt8883486,5.9,13158,AD
Suzzanna: Buried Alive,movie,Drama, Fantasy, Horror,2018,tt9044128,5.5,1164,AD
The Two Popes,movie,Biography, Comedy, Drama,2019,tt8404614,7.6,134837,AD
Asih,movie,Horror, Mystery, Thriller,2018,tt8960204,5.2,464,ID
Freaky,movie,Comedy, Horror, Thriller,2020,tt10919380,6.3,75539,CH
Black Christmas,movie,Horror, Mystery, Thriller,2019,tt10481868,3.5,19525,BR
Mighty Pups,movie,Adventure, Animation, Comedy,2018,tt6889128,5,187,CA
Dark Waters,movie,Biography, Drama, History,2019,tt9071322,7.6,110981,AD
El Potro: Unstoppable,movie,Biography, Drama, Music,2018,tt9062342,5.2,807,AD
Wotakoi: Love Is Hard for Otaku,movie,Comedy, Musical, Romance,2020,tt9018612,5.2,612,JP
Super Monsters Save Halloween,movie,Adventure, Animation, Comedy,2018,tt9085726,5.5,72,AD
10 Minutes Gone,movie,Action, Crime, Mystery,2019,tt8809652,3.6,4508,AG
Nyitva,movie,Comedy, Drama, Romance,2018,tt7571992,6.3,1694,HU
Game Over,movie,Drama, Mystery, Thriller,2019,tt8914492,6.9,8472,AD
ReMastered: Who Shot the Sheriff?,movie,Biography, Crime, Documentary,2018,tt9046548,6.9,1782,AD
Queen Bees,movie,Comedy, Drama, Romance,2021,tt8338076,6.4,4097,CA
DJ Cinderella,movie,Family, Music, Romance,2019,tt8716800,4.7,1370,AD
Mobile Suit Gundam: NT - Narrative,movie,Action, Animation, Drama,2018,tt9497146,6.1,549,JP
ReMastered: The Miami Showband Massacre,movie,Crime, Documentary, Music,2019,tt9046568,7,1609,AD
"Sonora, the Devil's Highway",movie,Drama, Thriller, Western,2018,tt6833964,6.3,728,AD
Is It Wrong to Try to Pick Up Girls in a Dungeon - Arrow of the Orion,movie,Action, Adventure, Animation,2019,tt9526152,6.8,1688,JP
Saga of Tanya the Evil - The Movie,movie,Action, Adventure, Animation,2019,tt9507276,7.5,1674,JP
Torpedo,movie,Action, Adventure, History,2019,tt8829128,5.9,3054,BR
Swing Kids,movie,Drama, Musical, War,2018,tt7046974,7.5,2931,KR
Kingdom,movie,Action, History, War,2019,tt9099938,6.7,4436,AD
Fly Me to the Saitama,movie,Adventure, Comedy, Drama,2019,tt8860946,6.3,878,JP
Unstoppable,movie,Action, Comedy, Crime,2018,tt9225192,6.6,5805,ID
"Are You There God? It's Me, Margaret.",movie,Comedy, Drama, Family,2023,tt9185206,7.3,30843,AO
Guillermo del Toro's Pinocchio,movie,Adventure, Animation, Drama,2022,tt1488589,7.6,116949,AD
The Holiday Calendar,movie,Drama, Fantasy, Romance,2018,tt8262802,5.7,11616,AD
The Waiter,movie,Comedy, Crime, Mystery,2018,tt7838494,6,1510,AT
Immenhof - Das Abenteuer eines Sommers,movie,Adventure, Drama, Family,2019,tt4493588,5.5,278,AT
Brahms: The Boy II,movie,Drama, Horror, Mystery,2020,tt9173418,4.7,21261,AE
The Invocation of Enver Simaku,movie,History, Horror, Mystery,2018,tt4565230,4.2,184,AT
Svaha: The Sixth Finger,movie,Crime, Horror, Mystery,2019,tt7299298,6.3,5249,AD
Emma.,movie,Comedy, Drama, Romance,2020,tt9214832,6.7,65134,AD
Three Thousand Years of Longing,movie,Drama, Fantasy, Romance,2022,tt9198364,6.7,65902,AU
Polis Evo 2,movie,Action, Adventure, Comedy,2018,tt9221238,7,569,ID
The Princess Switch,movie,Comedy, Drama, Family,2018,tt8954732,6.1,31927,AD
The Trial of the Chicago 7,movie,Drama, History, Thriller,2020,tt1070874,7.7,196847,AD
The Plagues of Breslau,movie,Action, Crime, Mystery,2018,tt8618118,6,5803,AD
Last Looks,movie,Action, Comedy, Crime,2021,tt9244554,5.8,12849,AE
Make Me a Match,movie,Biography, Documentary, Drama,2013,tt2249702,6.2,60,AT
Revenger,movie,Action, Crime, Thriller,2018,tt9426186,5.7,4812,AD
Operasi X,movie,Action, Crime, Thriller,2018,tt9193520,3.9,45,MY
All Is True,movie,Biography, Drama, History,2018,tt9206798,6.3,5603,AU
Stowaway,movie,Adventure, Sci-Fi, Thriller,2021,tt9203694,5.7,53617,AD
Alcatraz,movie,Action, Adventure, Crime,2018,tt7099566,3,981,AT
Fisherman's Friends,movie,Comedy, Drama, Music,2019,tt1648186,7,11839,AU
The Green Knight,movie,Adventure, Drama, Fantasy,2021,tt9243804,6.6,122565,TW
The Willoughbys,movie,Adventure, Animation, Comedy,2020,tt5206260,6.4,22010,AD
Over the Moon,movie,Adventure, Animation, Comedy,2020,tt7488208,6.3,25502,AD
My Father's Dragon,movie,Adventure, Animation, Comedy,2022,tt9288748,6.5,3718,AD
Skylines,movie,Action, Adventure, Sci-Fi,2020,tt9387250,4.8,9517,AD
Grand Isle,movie,Crime, Mystery, Thriller,2019,tt8380776,4.7,5874,AG
Arkansas,movie,Action, Crime, Mystery,2020,tt9139586,6,16078,US
Rattlesnake,movie,Drama, Horror, Mystery,2019,tt9257484,4.7,9566,AD
The Dude in Me,movie,Action, Comedy, Fantasy,2019,tt9759978,6.9,3074,KR
Achoura,movie,Fantasy, Horror, Thriller,2018,tt4188180,4.9,517,TH
Yolki 7,movie,Comedy, Drama, Family,2018,tt9615680,4.2,587,MD
Rust Creek,movie,Action, Crime, Drama,2018,tt6610158,5.9,14253,US
The Ash Lad: In Search of the Golden Castle,movie,Adventure, Family, Fantasy,2019,tt8753438,6.3,1673,DK
The Perfect Find,movie,Comedy, Drama, Romance,2023,tt8400584,5.2,3419,AD
Through Night and Day,movie,Comedy, Drama, Romance,2018,tt9279666,7.1,308,PH
A Most Annoying Island,movie,Adventure, Comedy, Family,2019,tt9373564,6.4,164,BE
Fukushima 50,movie,Action, Drama, Thriller,2020,tt9318772,6.1,3488,JP
Angela's Christmas,movie,Adventure, Animation, Family,2017,tt7829544,7,3533,AD
The Limit Of,movie,Drama, Mystery, Thriller,2018,tt4659710,5.4,660,AT
The Snow Queen 4: Mirrorlands,movie,Adventure, Animation, Comedy,2018,tt8255452,5.6,638,KR
Kakegurui,movie,Drama, Mystery, Thriller,2019,tt9552162,6.1,728,JP
Where Did Tom Go?,movie,Action, Adventure, Drama,1971,tt0180032,5.9,139,BG
The Secret Mission,movie,Comedy, Drama, History,2019,tt9602258,6.9,692,KR
Kavacham,movie,Action, Crime, Thriller,2018,tt9253188,5.5,725,AE
To All the Boys: P.S. I Still Love You,movie,Comedy, Drama, Romance,2020,tt9354842,6.1,48165,AD
Blue Beetle,movie,Action, Adventure, Sci-Fi,2023,tt9362930,5.9,103226,AU
The United States vs. Billie Holiday,movie,Biography, Drama, Music,2021,tt8521718,6.3,15066,TH
The Great Hack,movie,Biography, Documentary, History,2019,tt4736550,7,25238,AD
Miles Davis: Birth of the Cool,movie,Biography, Documentary, Music,2019,tt1305619,7.5,1531,BM
The Man Standing Next,movie,Drama, History, Thriller,2020,tt11358398,7,4364,KR
Melancholic,movie,Comedy, Crime, Drama,2018,tt9155928,6.5,425,JP
Kabaneri of the Iron Fortress: The Battle of Unato,movie,Action, Adventure, Animation,2019,tt10253816,6.7,1710,US
Super Monsters and the Wish Star,movie,Animation, Comedy, Family,2018,tt9399114,5.2,49,AD
Free Rein: The Twelve Neighs of Christmas,movie,Adventure, Comedy, Drama,2018,tt9315418,5.7,4627,AD
The Magic Quill,movie,Comedy, Family, Fantasy,2018,tt7028140,6.1,285,CZ
No Longer Human,movie,Biography, Drama, Thriller,2019,tt10065976,5.9,641,JP
Extreme Job,movie,Action, Comedy, Crime,2019,tt9541602,7,13584,HK
The Guilty,movie,Crime, Drama, Thriller,2021,tt9421570,6.3,155696,AD
The Dry,movie,Crime, Drama, Mystery,2020,tt5144174,6.8,35388,AU
Katie,movie,Biography, Documentary, Sport,2018,tt8498324,7.6,331,AE
G Affairs,movie,Animation, Crime, Drama,2018,tt9647330,5.9,292,HK
Fyre,movie,Crime, Documentary, Music,2019,tt9412098,7.2,52907,AD
Lost Girls,movie,Crime, Drama, Mystery,2020,tt3111426,6.2,25714,AD
Furie,movie,Action, Drama, Thriller,2019,tt9412268,6.3,5794,AD
One Piece: Stampede,movie,Action, Adventure, Animation,2019,tt9430698,7.5,8479,ES
Fractured,movie,Drama, Mystery, Thriller,2019,tt4332232,6.5,98217,AD
Weathering with You,movie,Animation, Drama, Fantasy,2019,tt9426210,7.5,59309,ES
Ammonite,movie,Drama, History, Romance,2020,tt7983894,6.5,24323,AG
Wolf,movie,Action, Thriller, War,2018,tt8197998,6.7,4902,TR
Snake Eyes,movie,Action, Adventure, Crime,2021,tt8404256,5.4,45551,CA
Aya,movie,Drama, Family, Short,2017,tt7856556,5.9,65,AE
CBI 5: The Brain,movie,Crime, Mystery, Thriller,2022,tt7311164,5.6,3824,AD
Black Mirror: Bandersnatch,movie,Drama, Fantasy, Mystery,2018,tt9495224,7.1,137904,AD
Eine schöne Bescherung,movie,Comedy, Crime, Drama,2018,tt9465520,6.2,31,AT
Love at Second Sight,movie,Comedy, Drama, Fantasy,2019,tt8265928,6.9,6400,AD
Rosebud,movie,Comedy, Drama, Romance,2019,tt10449248,6.3,180,KR
Trouble,movie,Adventure, Animation, Comedy,2019,tt6772524,5.8,4045,AR
Innocent Witness,movie,Crime, Drama, Mystery,2019,tt8562562,7.4,3111,KR
The Collini Case,movie,Crime, Drama, Thriller,2019,tt8739752,7.3,13794,AT
Zog,movie,Animation, Comedy, Family,2018,tt9109620,7.3,1474,FJ
Come Play,movie,Drama, Horror, Mystery,2020,tt8004664,5.8,18806,AD
Jesters: The Game Changers,movie,Comedy, Drama, History,2019,tt10892530,6.4,261,KR
The Divine Fury,movie,Action, Horror, Thriller,2019,tt10550884,6.3,4499,KR
Paradise Beach,movie,Action, Crime, Drama,2019,tt7511008,4.6,2554,AE
Lucero,movie,Drama, Horror, Thriller,2019,tt8178850,3.2,123,AT
Time to Hunt,movie,Action, Crime, Drama,2020,tt11777040,6.3,7096,AD
Miss & Mrs. Cops,movie,Action, Comedy, Crime,2019,tt10161238,6.2,1568,ID
Pokémon: Mewtwo Strikes Back - Evolution,movie,Action, Animation, Family,2019,tt8856470,5.7,6460,AD
Impetigore,movie,Horror, Mystery, Thriller,2019,tt9000302,6.6,7889,ID
Seized,movie,Action, Adventure, Thriller,2020,tt7221772,5.3,3185,CA
Aquaman and the Lost Kingdom,movie,Action, Adventure, Fantasy,2023,tt9663764,5.6,99154,AU
Bhai - Vyakti Ki Valli,movie,Biography, Comedy, Drama,2019,tt9319890,8,587,AU
"Front OK, Behind OK",movie,Action, Comedy, Crime,1987,tt1037724,6.8,263,ID
The 3rd Eye 2,movie,Drama, Fantasy, Horror,2019,tt8890582,5.4,745,AD
The Reformer. Zwingli: A Life's Portrait.,movie,Biography, Drama, History,2019,tt8251234,6.7,405,CH
White Snake,movie,Action, Adventure, Animation,2019,tt9288776,7,5583,TH
Made in Abyss: Dawn of the Deep Soul,movie,Adventure, Animation, Drama,2020,tt10068916,8,5994,JP
The Battle: Roar to Victory,movie,Action, Drama, History,2019,tt10510654,6.4,954,KR
The Golden Holiday,movie,Action, Comedy, Crime,2020,tt8123506,5.4,388,KR
Gunpowder Milkshake,movie,Action, Crime, Thriller,2021,tt8368408,6.1,52705,AU
Poms,movie,Comedy, Drama, Sport,2019,tt5125894,6.1,7872,BM
Tazza: One-Eyed Jack,movie,Crime, Drama, Thriller,2019,tt10927906,6,734,KR
Eye for an Eye,movie,Crime, Drama, Thriller,2019,tt7967412,6.6,8946,AD
Rolling Thunder Revue,movie,Biography, Documentary, History,2019,tt9577852,7.5,7905,AD
The Big Shot,movie,Action, Crime, Thriller,2019,tt9596638,5.8,304,KR
One Second,movie,Comedy, Drama, History,2020,tt8959680,7.1,2999,KR
Stray,movie,Drama, Horror, Thriller,2019,tt8291886,4.7,531,KR
Doraemon: Nobita's Chronicle of the Moon Exploration,movie,Action, Adventure, Animation,2019,tt9735672,6.8,1334,JP
Integrity,movie,Crime, Drama, Mystery,2019,tt9575160,5.5,607,TW
New Order,movie,Crime, Drama, Sci-Fi,2020,tt12474056,6.5,10109,AG
The Traitor,movie,Biography, Crime, Drama,2019,tt7736478,7.1,13412,IT
The Call,movie,Crime, Mystery, Sci-Fi,2020,tt10530176,7.1,46064,AD
The Beast,movie,Action, Crime, Thriller,2019,tt10530286,6.1,1621,TH
Blood Will Tell,movie,Drama, Mystery, Thriller,2019,tt5687236,6.1,933,AG
His House,movie,Drama, Horror, Thriller,2020,tt8508734,6.4,50231,AD
The House Elf,movie,Comedy, Family, Fantasy,2019,tt9875852,5.6,392,MD
Malibu Rescue,movie,Action, Comedy, Family,2019,tt9228950,5.1,1592,AD
Hell on the Border,movie,Adventure, Biography, Western,2019,tt8652584,4.6,2126,AU
Manu,movie,Biography, Documentary, History,2018,tt8322784,7,29,AT
Last Night in Soho,movie,Drama, Horror, Mystery,2021,tt9639470,7,185296,AO
Silver Skates,movie,Adventure, Drama, Family,2020,tt10525672,7.1,7865,AE
Stiller Kamerad,movie,Documentary, Drama, War,2017,tt7948602,7.9,51,AT
Hello Carbot the Movie: The Secret of Omphalos Island,movie,Adventure, Animation, Family,2019,tt9647926,7.6,20,KR
Figli del destino,movie,Biography, History, War,2019,tt9590916,7.2,133,AL
Kabir Singh,movie,Action, Drama, Romance,2019,tt8983202,7,41845,AE
Panipat,movie,Action, Drama, History,2019,tt8176040,5.2,6207,AD
Stiv,movie,Biography, Documentary, Music,2019,tt6496816,6.5,237,AT
King Shakir: Let the Game Begin,movie,Adventure, Animation, Comedy,2018,tt8276896,5.4,386,TR
My Punch-Drunk Boxer,movie,Comedy, Drama, Sport,2019,tt11135814,6,150,KR
Aziza,movie,Comedy, Drama, Short,2019,tt9510082,6.4,237,TZ
Those Who Wish Me Dead,movie,Action, Drama, Thriller,2021,tt3215824,6,74408,AD
Jade Dynasty,movie,Action, Fantasy, Romance,2019,tt9680630,5.7,3047,TH
Reminiscence,movie,Mystery, Romance, Sci-Fi,2021,tt3272066,5.9,67623,AD
Walter,movie,Action, Adventure, Comedy,2019,tt9680064,5.2,469,AD
Deion's Double Play,movie,Biography, Documentary, History,2019,tt9689138,6.7,623,US
Valentine's Day,movie,Action, Adventure, Comedy,2019,tt8382012,7,3656,AD
Happy Hearts Day,movie,Adventure, Animation, Comedy,2019,tt9698110,8.1,26,AD
Words Bubble Up Like Soda Pop,movie,Animation, Drama, Music,2020,tt12735338,6.8,5840,AD
RRR,movie,Action, Adventure, Drama,2022,tt8178634,7.8,172778,AD
News of the World,movie,Action, Adventure, Drama,2020,tt6878306,6.8,97093,AD
Badla,movie,Crime, Drama, Mystery,2019,tt8130968,7.7,31694,AD
Ashfall,movie,Action, Adventure, Sci-Fi,2019,tt11285908,6.2,6327,AR
Space Sweepers,movie,Action, Adventure, Drama,2021,tt12838766,6.5,29362,AD
Peninsula,movie,Action, Horror, Thriller,2020,tt8850222,5.5,39300,AR
Ransomed,movie,Action, Comedy, Drama,2023,tt27795356,6.6,1266,KR
Walk. Ride. Rodeo.,movie,Biography, Drama, Sport,2019,tt5848416,6.4,2864,AD
Deliver Us from Evil,movie,Action, Crime, Thriller,2020,tt12763920,6.8,6602,KR
"The Gangster, the Cop, the Devil",movie,Action, Crime, Thriller,2019,tt10208198,7,25965,JP
Spenser Confidential,movie,Action, Comedy, Crime,2020,tt8629748,6.2,100587,AD
The Misfits,movie,Action, Adventure, Comedy,2021,tt4876134,4.5,14127,TH
Da 5 Bloods,movie,Adventure, Drama, War,2020,tt9777644,6.5,55735,AD
Promising Young Woman,movie,Crime, Drama, Mystery,2020,tt9620292,7.5,218263,AU
The Resistance Fighter,movie,Action, Drama, History,2019,tt8706988,5.9,1784,BM
See You Yesterday,movie,Action, Adventure, Crime,2019,tt8743064,5.3,11775,AD
The Last Serb in Croatia,movie,Adventure, Comedy, Horror,2019,tt8800384,6,1896,HR
Risto Räppääjä ja pullistelija,movie,Comedy, Drama, Family,2019,tt8338940,5.2,160,DK
The House Next Door: Meet the Blacks 2,movie,Action, Comedy, Horror,2021,tt7524444,4.1,2399,DZ
Lara and the Beat,movie,Drama, Music, Romance,2018,tt7819668,5.4,158,AD
Good Game: The Beginning,movie,Comedy, Drama, Sport,2018,tt8510324,4.7,6845,AD
Over Fingers,movie,Comedy, Romance, Sport,2019,tt9048482,5.4,330,CZ
Judas and the Black Messiah,movie,Biography, Drama, History,2021,tt9784798,7.4,93156,AD
Ghost Writer,movie,Comedy, Drama, Horror,2019,tt10280220,6.6,556,ID
Escape Room: Tournament of Champions,movie,Action, Adventure, Horror,2021,tt9844522,5.7,62231,AE
Clifford the Big Red Dog,movie,Adventure, Comedy, Family,2021,tt2397461,5.9,17595,US
The Coldest Game,movie,History, Sport, Thriller,2019,tt6445414,6.2,12783,AD
The Bad Guys: The Movie,movie,Action, Crime, Thriller,2019,tt10726604,6.2,2507,KR
Romeo Akbar Walter,movie,Action, Drama, Thriller,2019,tt8550208,6.7,6358,DZ
Seobok,movie,Action, Drama, Sci-Fi,2021,tt13316722,6.1,4199,HK
Mi Amigo Alexis,movie,Adventure, Comedy, Drama,2019,tt9747396,5.1,403,AG
I Lost My Body,movie,Animation, Drama, Fantasy,2019,tt9806192,7.5,37233,AD
Latte & the Magic Waterstone,movie,Adventure, Animation, Comedy,2019,tt9038290,5.6,1208,AG
The Reckoning,movie,Adventure, Drama, Horror,2020,tt9182964,4.8,3913,KR
Bombay Rose,movie,Animation, Drama, Romance,2019,tt8435324,6.5,837,AD
Little Miss Sumo,movie,Biography, Documentary, Short,2018,tt9195844,6.5,660,AD
Sang Krasue,movie,Drama, Horror, Romance,2019,tt9799992,6.4,2296,DZ
The Rental,movie,Drama, Horror, Mystery,2020,tt10003008,5.7,40176,US
Keteke,movie,Comedy, Drama, Romance,2017,tt7613260,6.2,347,AO
Palm Springs,movie,Comedy, Fantasy, Mystery,2020,tt9484998,7.4,191287,KR
Upin & Ipin: Keris Siamang Tunggal,movie,Adventure, Animation, Comedy,2019,tt9894394,7.2,869,AO
Below Zero,movie,Action, Drama, Thriller,2021,tt9845564,6.2,21887,AD
A Second Chance: Rivals!,movie,Drama, Family, Sport,2019,tt9810420,4.8,545,AD
Even Mice Belong in Heaven,movie,Adventure, Animation, Comedy,2021,tt3804810,6.7,811,CZ
Pawn,movie,Comedy, Drama, Family,2020,tt13273172,7.6,1837,KR
Des gens bien,movie,Comedy, Crime, Drama,2017,tt8334144,6.3,137,BG
Raat Akeli Hai,movie,Crime, Drama, Mystery,2020,tt12567088,7.2,20095,AD
Secrets in a Small Town,movie,Drama, Mystery, Thriller,2019,tt8194318,5.9,1054,KR
Love and Monsters,movie,Action, Adventure, Comedy,2020,tt2222042,6.9,149364,AD
The Queen of Black Magic,movie,Drama, Horror, Mystery,2019,tt10656188,6.5,3339,ID
Jiu Jitsu,movie,Action, Sci-Fi, Thriller,2020,tt9624766,2.9,10689,TH
O Barato de Iacanga,movie,Biography, Documentary, History,2019,tt10549118,8,474,BR
The Craft: Legacy,movie,Drama, Fantasy, Horror,2020,tt4685762,4.6,17294,AD
The Pirates: The Last Royal Treasure,movie,Action, Adventure, Comedy,2022,tt17491040,6.1,4890,AD
Maria,movie,Action, Crime, Drama,2019,tt7594584,5.1,2516,AD
Fear Street: Part One - 1994,movie,Drama, Horror, Mystery,2021,tt6566576,6.2,98683,AD
Fear Street: Part Two - 1978,movie,Drama, Horror, Mystery,2021,tt9701940,6.7,80207,AD
Rock'n'Roll Eddie,movie,Action, Adventure, Comedy,2019,tt7368004,4.2,121,AT
Fairy Tail the Movie: Phoenix Priestess - The First Morning,movie,Adventure, Animation, Comedy,2013,tt16606636,6.6,11,JP
When Ghost Meets Zombie,movie,Comedy, Horror, Romance,2019,tt9384126,6.8,59,MY
My Hero Academia: Heroes Rising,movie,Action, Adventure, Animation,2019,tt11107074,7.8,10462,AD
Sooryavanshi,movie,Action, Crime, Drama,2021,tt9531772,5.9,79683,AD
Embattled,movie,Action, Drama, Sport,2020,tt6539992,6.5,3829,AD
Dragon Quest: Your Story,movie,Action, Adventure, Animation,2019,tt10127562,6.5,3263,AD
A Piece of My Heart,movie,Comedy, Musical, Romance,2019,tt8269566,5.3,1473,DK
Lima Elang,movie,Adventure, Drama, Family,2011,tt1984199,7,112,ID
The Lady Terrorist,movie,Comedy, Crime, Drama,2019,tt8852702,6.4,497,CZ
Pororo 5: Treasure Island Adventure,movie,Adventure, Animation, Fantasy,2019,tt10156426,6.3,43,KR
NiNoKuni,movie,Action, Adventure, Animation,2019,tt9760504,6.1,4235,AD
The Mother,movie,Horror, Mystery, Thriller,2019,tt10309670,5.8,186,TH
The Magic Kids: Three Unlikely Heroes,movie,Adventure, Comedy, Family,2020,tt9208214,4.7,609,AT
Shazam! Fury of the Gods,movie,Action, Adventure, Comedy,2023,tt10151854,5.9,131104,AD
In My Blood It Runs,movie,Biography, Documentary, History,2019,tt8192948,7.7,478,AU
Fever Dream,movie,Drama, Horror, Mystery,2021,tt9471660,5.5,2493,AD
All in My Family,movie,Documentary, Family, Short,2019,tt9097148,6.9,797,AD
Backyard Wilderness,movie,Documentary, Drama, Family,2018,tt4076648,7,116,AD
La belle époque,movie,Comedy, Drama, Fantasy,2019,tt9172422,7.4,20232,TW
Heroic Losers,movie,Adventure, Comedy, Crime,2019,tt10384744,7.2,13174,AD
Let Him Go,movie,Crime, Drama, Thriller,2020,tt9340860,6.7,36304,CH
Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,movie,Action, Adventure, Animation,2019,tt10208548,6.3,373,JP
Article 15,movie,Crime, Drama, Mystery,2019,tt10324144,8.1,37710,AD
First Love,movie,Action, Comedy, Crime,2019,tt10228168,6.7,8298,JP
My Little Pony: A New Generation,movie,Adventure, Animation, Comedy,2021,tt10101702,6.8,4683,AD
Beckett,movie,Action, Crime, Drama,2021,tt10230994,5.7,29049,AD
Circus of Books,movie,Biography, Documentary, History,2019,tt8727582,7.1,5074,AD
Voyagers,movie,Adventure, Mystery, Sci-Fi,2021,tt9664108,5.5,27932,AT
Kate,movie,Action, Adventure, Crime,2021,tt7737528,6.2,72293,AD
Motif,movie,Crime, Drama, Family,2019,tt9302912,5.8,77,MY
The Tiger's Apprentice,movie,Action, Adventure, Animation,2024,tt5834410,5.7,1905,AG
Homme Fatale,movie,Comedy, History, Romance,2019,tt10633676,6.2,428,KR
Disappearance at Clifton Hill,movie,Drama, Mystery, Thriller,2019,tt5919756,5.4,5236,GB
Hot Blooded,movie,Action, Crime, Drama,2022,tt18250780,5.9,404,KR
